iter	Logloss
155	0.4070115895
156	0.4067327508
157	0.4061954768
158	0.4056318189
159	0.4049822696
160	0.4044506764
161	0.4038824375
162	0.4038136512
163	0.4033274142
164	0.4028878534
165	0.4026322042
166	0.402135555
167	0.4018322132
168	0.4011532149
169	0.4008585819
170	0.4002529464
171	0.3996298597
172	0.399068254
173	0.3990106586
174	0.3984576826
175	0.3979653873
176	0.3973093994
177	0.3969356344
178	0.3965225789
179	0.3960951108
180	0.3954226163
181	0.3949802538
182	0.3949302188
183	0.3947923927
184	0.3944122713
185	0.3941045691
186	0.3937958823
187	0.3932836568
188	0.3929736663
189	0.3927485561
190	0.3924002901
191	0.3919471703
192	0.3914500282
193	0.3909646966
194	0.3907746274
195	0.3905358241
196	0.390273399
197	0.3899030977
198	0.3894870557
199	0.3891151597
200	0.3890460739
201	0.3885495391
202	0.3878283168
203	0.38749641
204	0.3873550069
205	0.3870499004
206	0.3863757608
207	0.3860316417
208	0.3856592077
209	0.3854112215
210	0.3853539243
211	0.3848910776
212	0.3845968285
213	0.384304674
214	0.3839721779
215	0.3836349646
216	0.3833089662
217	0.3828824786
218	0.3824328275
219	0.3820147872
220	0.3817474957
221	0.3813373093
222	0.3808699608
223	0.3806456327
224	0.3804370347
225	0.3801245379
226	0.3796735064
227	0.3792093646
228	0.3788465518
229	0.3785600174
230	0.378247627
231	0.3781744481
232	0.3776966211
233	0.3772275314
234	0.3768371137
235	0.3766086834
236	0.3763709101
237	0.3760839505
238	0.3758491357
239	0.3753960454
240	0.3751175238
241	0.3750954056
242	0.374891393
243	0.3745582192
244	0.3741815511
245	0.373785681
246	0.373556143
247	0.373259729
248	0.3728365565
249	0.3725683997
250	0.3722581137
251	0.3718892345
252	0.3718590358
253	0.3715888163
254	0.371293038
255	0.3710602639
256	0.3709331221
257	0.3706460947
258	0.3704527294
259	0.3703088115
260	0.370151109
261	0.3699250717
262	0.3694152871
263	0.3690700668
264	0.3688805045
265	0.3686697704
266	0.3683027945
267	0.3680738325
268	0.3678071182
269	0.3674503045
270	0.3671338502
271	0.3669723036
272	0.3667481909
273	0.3665384276
274	0.3663355841
275	0.3661354264
276	0.3658645206
277	0.3656034299
278	0.3652372206
279	0.3650958871
280	0.3647914618
281	0.3644476034
282	0.3642718172
283	0.364244986
284	0.3638944474
285	0.3636741176
286	0.3633978691
287	0.3631464048
288	0.3631338928
289	0.3629349805
290	0.3627486272
291	0.3623624463
292	0.3621578449
293	0.3620277754
294	0.3617903541
295	0.3617736708
296	0.3615549467
297	0.3612203694
298	0.3609652909
299	0.3607994245
300	0.3605188844
301	0.3602082435
302	0.3598589381
303	0.3593920799
304	0.359251485
305	0.3588926638
306	0.3587111027
307	0.3584953042
308	0.3583836619
309	0.3582038694
310	0.3580240356
311	0.3577957774
312	0.3575680008
313	0.357420916
314	0.3571556203
315	0.3569740425
316	0.3567072941
317	0.3566949681
318	0.3563650407
319	0.3562509039
320	0.3561182742
321	0.3558196837
322	0.3556655553
323	0.3554566125
324	0.3554471908
325	0.355273284
326	0.3550792317
327	0.3548379244
328	0.3548293905
329	0.3546343265
330	0.354408532
331	0.3542088772
332	0.354055654
333	0.353783509
334	0.3535652349
335	0.3533419301
336	0.3533189885
337	0.3530734728
338	0.3528893395
339	0.3526399325
340	0.3525028217
341	0.3524380106
342	0.3522792813
343	0.352087494
344	0.3518585317
345	0.3516455063
346	0.3514673863
347	0.3512332775
348	0.3512250788
349	0.3510952344
350	0.3509993807
351	0.350728824
352	0.3507091109
353	0.3507029798
354	0.3505502488
355	0.3502960792
356	0.3500725446
357	0.349894412
358	0.3498886541
359	0.3497593261
360	0.3497185737
361	0.3494996502
362	0.3493631235
363	0.3490691516
364	0.3490381223
365	0.3487830778
366	0.3486107073
367	0.3484746373
368	0.3483409942
369	0.3482236056
370	0.34808434
371	0.3479370737
372	0.3478250227
373	0.3476061771
374	0.3474723259
375	0.3473180512
376	0.3470759488
377	0.3469112545
378	0.3467104
379	0.346538648
380	0.3462920919
381	0.3461114643
382	0.3459392229
383	0.3457737322
384	0.3455206775
385	0.345155712
386	0.3449061772
387	0.3446945221
388	0.3444610678
389	0.3442963836
390	0.344254405
391	0.3440928188
392	0.343788965
393	0.3435790589
394	0.3434475416
395	0.3434012848
396	0.3432348496
397	0.3431161119
398	0.343022512
399	0.342685329
400	0.3423340309
401	0.3421526566
402	0.3418630131
403	0.341600759
404	0.3414526805
405	0.3412369282
406	0.3411772905
407	0.3411681908
408	0.3409725763
409	0.3407367514
410	0.3405455941
411	0.3403189771
412	0.3401838867
413	0.3401747044
414	0.3399678043
415	0.339803078
416	0.3395456277
417	0.3394431097
418	0.339344456
419	0.3392087851
420	0.3390109384
421	0.3388654127
422	0.3385572752
423	0.3383325914
424	0.3381850544
425	0.3378539841
426	0.3377823227
427	0.3376008427
428	0.3374610716
429	0.3373667864
430	0.3372131227
431	0.3371911483
432	0.3370057265
433	0.3369095663
434	0.3366828442
435	0.3365814373
436	0.336500406
437	0.3362707646
438	0.3360793192
439	0.335812876
440	0.3357888876
441	0.3357017351
442	0.3355760494
443	0.3353719209
444	0.3351825954
445	0.3351231459
446	0.3349513666
447	0.33485157
448	0.3347287537
449	0.3346604155
450	0.3345092011
451	0.3343484713
452	0.3341659805
453	0.3340796074
454	0.3339461086
455	0.3337986106
456	0.3336512757
457	0.3334209184
458	0.3333184474
459	0.3331657604
460	0.3331552548
461	0.3329496901
462	0.3328738616
463	0.3327266133
464	0.3326069623
465	0.3324649178
466	0.3323025204
467	0.3320633121
468	0.3318547248
469	0.3315912778
470	0.3314980668
471	0.3313187883
472	0.3311986149
473	0.3309911757
474	0.3307844366
475	0.3306075212
476	0.3304642136
477	0.330367679
478	0.3302760805
479	0.3301132552
480	0.3299199515
481	0.3297200541
482	0.3295697146
483	0.3294571603
484	0.3293317907
485	0.3291719648
486	0.3289826097
487	0.3287228387
488	0.3285526802
489	0.3284952308
490	0.328385764
491	0.3283155538
492	0.3280924953
493	0.3278471656
494	0.3278153484
495	0.3277502816
496	0.3276238845
497	0.3274112981
498	0.3272570377
499	0.327127041
500	0.3269974151
501	0.3268805059
502	0.3267310757
503	0.3266034465
504	0.3264233693
505	0.3263033076
506	0.3262229039
507	0.3261076825
508	0.3259395412
509	0.3258744768
510	0.3257591735
511	0.3255224711
512	0.3254579756
513	0.3252095399
514	0.325063615
515	0.325039287
516	0.3248738819
517	0.3246933132
518	0.3246731244
519	0.3245867146
520	0.3245135404
521	0.3243733554
522	0.3242802694
523	0.324223816
524	0.3239754813
525	0.3238476803
526	0.32369879
527	0.3234833863
528	0.3234528362
529	0.3233157727
530	0.3233133268
531	0.3231993313
532	0.3230437522
533	0.3229598337
534	0.3228116222
535	0.3226928469
536	0.3225653825
537	0.322427031
538	0.3222473487
539	0.322087495
540	0.3218287647
541	0.3218057225
542	0.3216740204
543	0.3215680271
544	0.3214837481
545	0.3213946175
546	0.3211927497
547	0.3209962332
548	0.320911266
549	0.3207060634
550	0.3206675834
551	0.3205397669
552	0.3203617003
553	0.3202052065
554	0.3201735538
555	0.3200520916
556	0.3200353047
557	0.3199119445
558	0.319753448
559	0.3196293368
560	0.3194882627
561	0.3192900912
562	0.3190704173
563	0.3188763774
564	0.3187142848
565	0.3185889367
566	0.3185245907
567	0.3183509405
568	0.3182463787
569	0.3181598011
570	0.3180846402
571	0.3180696696
572	0.3180024022
573	0.3178791996
574	0.3178178608
575	0.3177476968
576	0.3176285274
577	0.3175879039
578	0.3174050718
579	0.3172694622
580	0.3171515352
581	0.3170807401
582	0.3170159777
583	0.3168352711
584	0.3167061857
585	0.3165795568
586	0.3163780269
587	0.3162995748
588	0.3162540593
589	0.3161886777
590	0.3161168002
591	0.316001034
592	0.3159272467
593	0.3158328051
594	0.3157261732
595	0.3155532055
596	0.3155395627
597	0.3154355653
598	0.3153338115
599	0.3152611763
600	0.3152020811
601	0.3149091279
602	0.3148651761
603	0.3148575967
604	0.3147984635
605	0.3145244651
606	0.3143332162
607	0.314133747
608	0.3139077472
609	0.3137829066
610	0.3136515589
611	0.3134613487
612	0.3133771123
613	0.3133218093
614	0.3132006552
615	0.3130027338
616	0.3129038398
617	0.312688894
618	0.3124412626
619	0.3123697155
620	0.3122750277
621	0.3121154343
622	0.3120133701
623	0.3119742921
624	0.3118919422
625	0.3116268901
626	0.3115523677
627	0.3114534194
628	0.3113203288
629	0.3112629684
630	0.3112003723
631	0.311038786
632	0.3108765978
633	0.3107403306
634	0.3106691366
635	0.3105377174
636	0.3104558941
637	0.3103989206
638	0.3102573772
639	0.3101069929
640	0.309978722
641	0.3098852511
642	0.309815524
643	0.3095412602
644	0.3094755677
645	0.3093975346
646	0.309317144
647	0.309170035
648	0.3089972673
649	0.308862227
650	0.3088141508
651	0.3085946827
652	0.3085338923
653	0.3084667355
654	0.3082988335
655	0.3080998638
656	0.308022155
657	0.3078018723
658	0.3077118532
659	0.3076968168
660	0.3076011806
661	0.3075168287
662	0.3072801533
663	0.3071545046
664	0.3069828654
665	0.306835236
666	0.3067777587
667	0.3066743882
668	0.3064927246
669	0.3063992985
670	0.306319812
671	0.3063040711
672	0.30618364
673	0.3061156967
674	0.3060773505
675	0.3059857492
676	0.3059210157
677	0.305767548
678	0.3055806574
679	0.3055325272
680	0.3053500097
681	0.3052508501
682	0.3050991496
683	0.3050064861
684	0.30493372
685	0.3047868631
686	0.3047312053
687	0.304550513
688	0.3044763591
689	0.3043140067
690	0.3042561933
691	0.3040452514
692	0.3037399749
693	0.3037074517
694	0.3035340767
695	0.3034040594
696	0.3032372584
697	0.303152837
698	0.3028583372
699	0.302717985
700	0.3024646102
701	0.3022869257
702	0.3022275409
703	0.3020501194
704	0.3019909042
705	0.3018940137
706	0.301787256
707	0.3016560974
708	0.3016000754
709	0.3015280176
710	0.3014225357
711	0.3013525808
712	0.3012159859
713	0.3011480434
714	0.3009806768
715	0.3008732605
716	0.3008060034
717	0.3007246922
718	0.3005790901
719	0.3003884625
720	0.3003700908
721	0.3002060932
722	0.300109678
723	0.2999908771
724	0.2999133723
725	0.2998368063
726	0.2997135789
727	0.2995920624
728	0.2994896259
729	0.2994023735
730	0.2993548624
731	0.29925829
732	0.2991404832
733	0.2989899396
734	0.2989460172
735	0.2988323611
736	0.2987493217
737	0.2986700206
738	0.2986116104
739	0.298347261
740	0.2983362611
741	0.2982270882
742	0.2980023302
743	0.2979362008
744	0.2977188906
745	0.2976334464
746	0.2974530418
747	0.2973117154
748	0.2971762831
749	0.2971144015
750	0.2970549737
751	0.2969211093
752	0.2968026977
753	0.2967240963
754	0.2966007394
755	0.2964811492
756	0.2963694058
757	0.2962569605
758	0.2960897381
759	0.2959022841
760	0.295802177
761	0.2957143045
762	0.2956167302
763	0.2954514238
764	0.2953818347
765	0.2952888455
766	0.2952303354
767	0.2950795915
768	0.2950255369
769	0.2948312541
770	0.294810571
771	0.2946153184
772	0.2944979361
773	0.2942962344
774	0.2940731224
775	0.2940313569
776	0.2938352554
777	0.2937996784
778	0.2937127223
779	0.2935880107
780	0.2934543096
781	0.2933462902
782	0.2932937953
783	0.2932148185
784	0.2931086841
785	0.2928293163
786	0.2927522735
787	0.2926379881
788	0.2925278445
789	0.2924440774
790	0.2923911605
791	0.2923090479
792	0.2920359194
793	0.2919829031
794	0.2918697844
795	0.2917122209
796	0.2916198525
797	0.2915870293
798	0.291285048
799	0.2912064831
800	0.2910778493
801	0.290897695
802	0.2907752895
803	0.290716604
804	0.2906236454
805	0.2904622451
806	0.2903443231
807	0.2901991784
808	0.2901156796
809	0.2900985383
810	0.2900357586
811	0.2899571813
812	0.2897352584
813	0.2895709519
814	0.2895347173
815	0.2894538798
816	0.289224395
817	0.2891605737
818	0.2890802441
819	0.288943214
820	0.2888299016
821	0.2887485643
822	0.2885479619
823	0.2884060598
824	0.2883467883
825	0.2882858625
826	0.2882242656
827	0.2881627785
828	0.2880177505
829	0.2878660084
830	0.2877040323
831	0.2873094762
832	0.287262064
833	0.2871937549
834	0.2871534682
835	0.2870804838
836	0.2870357498
837	0.2869144377
838	0.2868252767
839	0.2867196944
840	0.2866647247
841	0.2865422755
842	0.28640454
843	0.2863278095
844	0.286296314
845	0.2861899572
846	0.2861223439
847	0.2859714459
848	0.2856494404
849	0.2854930863
850	0.2853796038
851	0.285130844
852	0.2850999695
853	0.2849229247
854	0.284778722
855	0.2847401511
856	0.2845820038
857	0.2845359005
858	0.2844334259
859	0.2843355479
860	0.2841877689
861	0.2840875445
862	0.2840833551
863	0.2840434928
864	0.2839641007
865	0.2839037019
866	0.283808655
867	0.2836879435
868	0.2836551551
869	0.2835796048
870	0.2835328812
871	0.283355037
872	0.2831893815
873	0.2831145629
874	0.2829394093
875	0.2828799675
876	0.2826793054
877	0.2824733838
878	0.2824072227
879	0.2823611115
880	0.2822679654
881	0.2822293391
882	0.2821439009
883	0.2819580415
884	0.2818865618
885	0.2816559484
886	0.2815555542
887	0.2814907569
888	0.2813091887
889	0.2812373077
890	0.2811730175
891	0.2810955424
892	0.2809959774
893	0.2808783196
894	0.2807529577
895	0.2806881782
896	0.2806038603
897	0.280386645
898	0.2802542235
899	0.2801643287
900	0.2801095165
901	0.2799554111
902	0.2799019277
903	0.279833769
904	0.2797942169
905	0.2797107423
906	0.2795462295
907	0.2794809166
908	0.2794144784
909	0.2793406572
910	0.27915969
911	0.2791077726
912	0.2790395079
913	0.2789446186
914	0.2788574798
915	0.2788190982
916	0.2787092219
917	0.2786253442
918	0.2785072413
919	0.2783645642
920	0.2783227823
921	0.2781827292
922	0.2780759257
923	0.2780066997
924	0.2779002305
925	0.2778182598
926	0.2776775812
927	0.2776313259
928	0.2775161566
929	0.2775133599
930	0.2774576855
931	0.2774014933
932	0.2773316608
933	0.2772620249
934	0.2772121095
935	0.2771649596
936	0.2770549549
937	0.2769727766
938	0.2769276782
939	0.2768125617
940	0.2767074466
941	0.2766588881
942	0.2765449167
943	0.2764628552
944	0.2764027168
945	0.2763600377
946	0.2762508611
947	0.2762189106
948	0.2761150646
949	0.2760752347
950	0.2759726265
951	0.2759293984
952	0.2757844475
953	0.2757450382
954	0.2756825438
955	0.2756133477
956	0.2754664095
957	0.2754082697
958	0.2753748378
959	0.2752282971
960	0.2750111689
961	0.2749756977
962	0.2749155546
963	0.2747427052
964	0.2746888551
965	0.2743513976
966	0.2743280807
967	0.2742646359
968	0.2742071466
969	0.2741672407
970	0.274094384
971	0.2740182594
972	0.2739607475
973	0.2738988707
974	0.2738946543
975	0.2737928673
976	0.2736988247
977	0.2735734634
978	0.273464001
979	0.2733884988
980	0.2733091331
981	0.2731226095
982	0.2730483407
983	0.272994986
984	0.2729578931
985	0.2729045979
986	0.2728666434
987	0.2728045463
988	0.27261126
989	0.2722760808
990	0.272219861
991	0.2721825035
992	0.2719204779
993	0.2716780757
994	0.2716265751
995	0.2715124269
996	0.2713864715
997	0.2712925385
998	0.2712354725
999	0.2711776856
